ckan_id,movie_id,title,full_title,release_year,genres,entity_id
1904,3102,Jagged Edge,Jagged Edge (1985),1985.0,"['Crime', 'Romance', 'Thriller']",1904
1905,3103,Stanley & Iris,Stanley & Iris (1990),1990.0,"['Drama', 'Romance']",1905
1906,3105,Awakenings,Awakenings (1990),1990.0,"['Drama', 'Mystery']",1906
1907,3106,Come See the Paradise,Come See the Paradise (1990),1990.0,"['Drama', 'Romance']",1907
1908,3107,Backdraft,Backdraft (1991),1991.0,"['Action', 'Drama']",1908
1909,3108,"Fisher King, The","Fisher King, The (1991)",1991.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1909
1910,3111,Places in the Heart,Places in the Heart (1984),1984.0,['Drama'],1910
1911,3113,End of Days,End of Days (1999),1999.0,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",1911
1912,3114,Toy Story 2,Toy Story 2 (1999),1999.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",1912
1913,3120,"Distinguished Gentleman, The","Distinguished Gentleman, The (1992)",1992.0,['Comedy'],1913
1914,3121,"Hitch-Hiker, The","Hitch-Hiker, The (1953)",1953.0,"['Drama', 'Film-Noir']",1914
1915,3122,Santa Fe Trail,Santa Fe Trail (1940),1940.0,"['Drama', 'Romance', 'Western']",1915
1916,3123,Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA),Lauderdale (a.k.a. Spring Break USA) (a.k.a. Spring Fever USA) (1989),1989.0,['Comedy'],1916
1917,3124,Agnes Browne,Agnes Browne (1999),1999.0,"['Comedy', 'Drama']",1917
1918,3127,Holy Smoke,Holy Smoke (1999),1999.0,"['Comedy', 'Drama']",1918
1919,3128,"Map of the World, A","Map of the World, A (1999)",1999.0,['Drama'],1919
1920,3129,Sweet and Lowdown,Sweet and Lowdown (1999),1999.0,"['Comedy', 'Drama']",1920
1921,3131,Broadway Damage,Broadway Damage (1997),1997.0,['Comedy'],1921
1922,3135,"Great Santini, The","Great Santini, The (1979)",1979.0,['Drama'],1922
1923,3136,"James Dean Story, The","James Dean Story, The (1957)",1957.0,['Documentary'],1923
1924,3137,"Sea Wolves, The","Sea Wolves, The (1980)",1980.0,"['Action', 'War']",1924
1925,3140,Three Ages,Three Ages (1923),1923.0,['Comedy'],1925
1926,3141,"Two Jakes, The","Two Jakes, The (1990)",1990.0,['Drama'],1926
1927,3142,U2: Rattle and Hum,U2: Rattle and Hum (1988),1988.0,"['Documentary', 'Musical']",1927
1928,3143,Hell in the Pacific,Hell in the Pacific (1968),1968.0,"['Drama', 'War']",1928
1929,3144,"Glass Bottom Boat, The","Glass Bottom Boat, The (1966)",1966.0,"['Comedy', 'Romance']",1929
1930,3145,Cradle Will Rock,Cradle Will Rock (1999),1999.0,['Drama'],1930
1931,3146,Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo (1999),1999.0,['Comedy'],1931
1932,3147,"Green Mile, The","Green Mile, The (1999)",1999.0,"['Crime', 'Drama']",1932
1933,3148,"Cider House Rules, The","Cider House Rules, The (1999)",1999.0,['Drama'],1933
1934,3150,"War Zone, The","War Zone, The (1999)",1999.0,"['Drama', 'Thriller']",1934
1935,3151,"Bat Whispers, The","Bat Whispers, The (1930)",1930.0,"['Crime', 'Drama', 'Mystery']",1935
1936,3152,"Last Picture Show, The","Last Picture Show, The (1971)",1971.0,['Drama'],1936
1937,3153,"7th Voyage of Sinbad, The","7th Voyage of Sinbad, The (1958)",1958.0,"['Action', 'Adventure', 'Fantasy']",1937
1938,3154,Blood on the Sun,Blood on the Sun (1945),1945.0,"['Drama', 'War']",1938
1939,3156,Bicentennial Man,Bicentennial Man (1999),1999.0,"['Drama', 'Romance', 'Sci-Fi']",1939
1940,3157,Stuart Little,Stuart Little (1999),1999.0,"['Children', 'Comedy', 'Fantasy']",1940
1941,3158,"Emperor and the Assassin, The (Jing ke ci qin wang)","Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1999.0,['Drama'],1941
1942,3159,Fantasia 2000,Fantasia 2000 (1999),1999.0,"['Animation', 'Children', 'Musical', 'IMAX']",1942
1943,3161,Onegin,Onegin (1999),1999.0,"['Drama', 'Romance']",1943
1944,3162,Simpatico,Simpatico (1999),1999.0,"['Comedy', 'Drama']",1944
1945,3163,Topsy-Turvy,Topsy-Turvy (1999),1999.0,"['Comedy', 'Drama', 'Musical']",1945
1946,3164,"Alley Cats, The","Alley Cats, The (1966)",1966.0,['Drama'],1946
1947,3167,Carnal Knowledge,Carnal Knowledge (1971),1971.0,"['Comedy', 'Drama']",1947
1948,3169,"Falcon and the Snowman, The","Falcon and the Snowman, The (1985)",1985.0,"['Drama', 'Thriller']",1948
1949,3171,Room at the Top,Room at the Top (1959),1959.0,['Drama'],1949
1950,3173,Any Given Sunday,Any Given Sunday (1999),1999.0,['Drama'],1950
1951,3174,Man on the Moon,Man on the Moon (1999),1999.0,"['Comedy', 'Drama']",1951
1952,3175,Galaxy Quest,Galaxy Quest (1999),1999.0,"['Adventure', 'Comedy', 'Sci-Fi']",1952
1953,3176,"Talented Mr. Ripley, The","Talented Mr. Ripley, The (1999)",1999.0,"['Drama', 'Mystery', 'Thriller']",1953
1954,3177,Next Friday,Next Friday (2000),2000.0,['Comedy'],1954
1955,3179,Angela's Ashes,Angela's Ashes (1999),1999.0,['Drama'],1955
1956,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.","Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999.0,['Documentary'],1956
1957,3183,"Third Miracle, The","Third Miracle, The (1999)",1999.0,['Drama'],1957
1958,3185,Snow Falling on Cedars,Snow Falling on Cedars (1999),1999.0,['Drama'],1958
1959,3186,"Girl, Interrupted","Girl, Interrupted (1999)",1999.0,['Drama'],1959
1960,3188,"Life and Times of Hank Greenberg, The","Life and Times of Hank Greenberg, The (1998)",1998.0,['Documentary'],1960
1961,3189,My Dog Skip,My Dog Skip (1999),1999.0,"['Children', 'Drama']",1961
1962,3196,Stalag 17,Stalag 17 (1953),1953.0,"['Drama', 'War']",1962
1963,3197,"Presidio, The","Presidio, The (1988)",1988.0,"['Action', 'Crime', 'Romance', 'Thriller']",1963
1964,3199,Pal Joey,Pal Joey (1957),1957.0,"['Comedy', 'Drama', 'Musical', 'Romance']",1964
1965,3200,"Last Detail, The","Last Detail, The (1973)",1973.0,"['Comedy', 'Drama']",1965
1966,3201,Five Easy Pieces,Five Easy Pieces (1970),1970.0,['Drama'],1966
1967,3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),1971.0,"['Drama', 'Horror']",1967
1968,3203,Dead Calm,Dead Calm (1989),1989.0,['Thriller'],1968
1969,3204,"Boys from Brazil, The","Boys from Brazil, The (1978)",1978.0,"['Action', 'Mystery', 'Thriller']",1969
1970,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),1993.0,"['Action', 'Comedy']",1970
1971,3210,Fast Times at Ridgemont High,Fast Times at Ridgemont High (1982),1982.0,"['Comedy', 'Drama', 'Romance']",1971
1972,3211,"Cry in the Dark, A","Cry in the Dark, A (1988)",1988.0,['Drama'],1972
1973,3213,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm (1993),1993.0,"['Animation', 'Children']",1973
1974,3214,American Flyers,American Flyers (1985),1985.0,['Drama'],1974
1975,3215,Voyage of the Damned,Voyage of the Damned (1976),1976.0,['Drama'],1975
1976,3219,Pacific Heights,Pacific Heights (1990),1990.0,"['Mystery', 'Thriller']",1976
1977,3220,Night Tide,Night Tide (1961),1961.0,['Drama'],1977
1978,3221,"Draughtsman's Contract, The","Draughtsman's Contract, The (1982)",1982.0,['Drama'],1978
1979,3223,"Zed & Two Noughts, A","Zed & Two Noughts, A (1985)",1985.0,['Drama'],1979
1980,3224,Woman in the Dunes (Suna no onna),Woman in the Dunes (Suna no onna) (1964),1964.0,['Drama'],1980
1981,3225,Down to You,Down to You (2000),2000.0,"['Comedy', 'Romance']",1981
1982,3228,Wirey Spindell,Wirey Spindell (2000),2000.0,['Comedy'],1982
1983,3229,Another Man's Poison,Another Man's Poison (1952),1952.0,"['Crime', 'Drama']",1983
1984,3230,"Odessa File, The","Odessa File, The (1974)",1974.0,['Thriller'],1984
1985,3231,"Saphead, The","Saphead, The (1920)",1920.0,['Comedy'],1985
1986,3232,Seven Chances,Seven Chances (1925),1925.0,['Comedy'],1986
1987,3233,Smashing Time,Smashing Time (1967),1967.0,['Comedy'],1987
1988,3234,Train Ride to Hollywood,Train Ride to Hollywood (1975),1975.0,"['Comedy', 'Fantasy', 'Musical']",1988
1989,3236,Zachariah,Zachariah (1971),1971.0,"['Comedy', 'Musical', 'Western']",1989
1990,3237,Kestrel's Eye (Falkens öga),Kestrel's Eye (Falkens öga) (1998),1998.0,['Documentary'],1990
1991,3240,"Big Tease, The","Big Tease, The (1999)",1999.0,['Comedy'],1991
1992,3242,Santitos,Santitos (1999),1999.0,['Comedy'],1992
1993,3243,Encino Man,Encino Man (1992),1992.0,['Comedy'],1993
1994,3245,I Am Cuba (Soy Cuba/Ya Kuba),I Am Cuba (Soy Cuba/Ya Kuba) (1964),1964.0,['Drama'],1994
1995,3247,Sister Act,Sister Act (1992),1992.0,"['Comedy', 'Crime']",1995
1996,3248,Sister Act 2: Back in the Habit,Sister Act 2: Back in the Habit (1993),1993.0,['Comedy'],1996
1997,3249,"Hand That Rocks the Cradle, The","Hand That Rocks the Cradle, The (1992)",1992.0,"['Drama', 'Thriller']",1997
1998,3251,Agnes of God,Agnes of God (1985),1985.0,"['Drama', 'Mystery']",1998
1999,3253,Wayne's World,Wayne's World (1992),1992.0,['Comedy'],1999
2000,3254,Wayne's World 2,Wayne's World 2 (1993),1993.0,['Comedy'],2000
2001,3255,"League of Their Own, A","League of Their Own, A (1992)",1992.0,"['Comedy', 'Drama']",2001
2002,3256,Patriot Games,Patriot Games (1992),1992.0,"['Action', 'Thriller']",2002
2003,3258,Death Becomes Her,Death Becomes Her (1992),1992.0,"['Comedy', 'Fantasy']",2003
2004,3259,Far and Away,Far and Away (1992),1992.0,"['Adventure', 'Drama', 'Romance']",2004
2005,3260,Howards End,Howards End (1992),1992.0,['Drama'],2005
2006,3262,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me (1992),1992.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",2006
2007,3263,White Men Can't Jump,White Men Can't Jump (1992),1992.0,"['Comedy', 'Drama']",2007
2008,3264,Buffy the Vampire Slayer,Buffy the Vampire Slayer (1992),1992.0,"['Action', 'Comedy', 'Horror']",2008
2009,3266,Man Bites Dog (C'est arrivé près de chez vous),Man Bites Dog (C'est arrivé près de chez vous) (1992),1992.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",2009
2010,3267,"Mariachi, El","Mariachi, El (1992)",1992.0,"['Action', 'Crime', 'Thriller', 'Western']",2010
2011,3268,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot (1992),1992.0,"['Action', 'Comedy']",2011
2012,3270,"Cutting Edge, The","Cutting Edge, The (1992)",1992.0,"['Comedy', 'Drama', 'Romance']",2012
2013,3272,Bad Lieutenant,Bad Lieutenant (1992),1992.0,"['Crime', 'Drama']",2013
2014,3273,Scream 3,Scream 3 (2000),2000.0,"['Comedy', 'Horror', 'Mystery', 'Thriller']",2014
2015,3274,Single White Female,Single White Female (1992),1992.0,"['Drama', 'Thriller']",2015
2016,3275,"Boondock Saints, The","Boondock Saints, The (2000)",2000.0,"['Action', 'Crime', 'Drama', 'Thriller']",2016
2017,3277,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat),Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),1999.0,['Drama'],2017
2018,3278,Gendernauts,Gendernauts (1999),1999.0,['Documentary'],2018
2019,3281,"Brandon Teena Story, The","Brandon Teena Story, The (1998)",1998.0,['Documentary'],2019
2020,3282,Different for Girls,Different for Girls (1996),1996.0,['Comedy'],2020
2021,3283,Minnie and Moskowitz,Minnie and Moskowitz (1971),1971.0,['Action'],2021
2022,3284,They Might Be Giants,They Might Be Giants (1971),1971.0,"['Comedy', 'Mystery', 'Romance']",2022
2023,3286,Snow Day,Snow Day (2000),2000.0,['Comedy'],2023
2024,3287,"Tigger Movie, The","Tigger Movie, The (2000)",2000.0,"['Animation', 'Children']",2024
2025,3288,Cotton Mary,Cotton Mary (1999),1999.0,['Drama'],2025
2026,3289,Not One Less (Yi ge dou bu neng shao),Not One Less (Yi ge dou bu neng shao) (1999),1999.0,['Drama'],2026
2027,3290,Soft Toilet Seats,Soft Toilet Seats (1999),1999.0,['Comedy'],2027
2028,3291,Trois,Trois (2000),2000.0,['Thriller'],2028
2029,3292,"Big Combo, The","Big Combo, The (1955)",1955.0,['Film-Noir'],2029
2030,3293,Conceiving Ada,Conceiving Ada (1997),1997.0,"['Drama', 'Sci-Fi']",2030
2031,3295,Raining Stones,Raining Stones (1993),1993.0,['Drama'],2031
2032,3297,With Byrd at the South Pole,With Byrd at the South Pole (1930),1930.0,['Documentary'],2032
2033,3299,Hanging Up,Hanging Up (2000),2000.0,"['Comedy', 'Drama']",2033
2034,3300,Pitch Black,Pitch Black (2000),2000.0,"['Horror', 'Sci-Fi', 'Thriller']",2034
2035,3301,"Whole Nine Yards, The","Whole Nine Yards, The (2000)",2000.0,"['Comedy', 'Crime']",2035
2036,3303,Black Tar Heroin: The Dark End of the Street,Black Tar Heroin: The Dark End of the Street (2000),2000.0,['Documentary'],2036
2037,3306,"Circus, The","Circus, The (1928)",1928.0,['Comedy'],2037
2038,3308,"Flamingo Kid, The","Flamingo Kid, The (1984)",1984.0,"['Comedy', 'Drama']",2038
2039,3311,"Man from Laramie, The","Man from Laramie, The (1955)",1955.0,['Western'],2039
2040,3314,"Big Trees, The","Big Trees, The (1952)",1952.0,"['Action', 'Drama']",2040
2041,3315,Happy Go Lovely,Happy Go Lovely (1951),1951.0,['Musical'],2041
2042,3316,Reindeer Games,Reindeer Games (2000),2000.0,"['Action', 'Thriller']",2042
2043,3317,Wonder Boys,Wonder Boys (2000),2000.0,"['Comedy', 'Drama']",2043
2044,3318,Deterrence,Deterrence (1999),1999.0,"['Drama', 'Thriller']",2044
2045,3319,Judy Berlin,Judy Berlin (1999),1999.0,['Drama'],2045
2046,3322,3 Strikes,3 Strikes (2000),2000.0,['Comedy'],2046
2047,3323,Chain of Fools,Chain of Fools (2000),2000.0,"['Comedy', 'Crime']",2047
2048,3324,Drowning Mona,Drowning Mona (2000),2000.0,['Comedy'],2048
2049,3325,"Next Best Thing, The","Next Best Thing, The (2000)",2000.0,"['Comedy', 'Drama']",2049
2050,3326,What Planet Are You From?,What Planet Are You From? (2000),2000.0,"['Comedy', 'Sci-Fi']",2050
2051,3328,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai (1999),1999.0,"['Crime', 'Drama']",2051
2052,3329,"Year My Voice Broke, The","Year My Voice Broke, The (1987)",1987.0,['Drama'],2052
2053,3331,My Tutor,My Tutor (1983),1983.0,['Drama'],2053
2054,3332,"Legend of Lobo, The","Legend of Lobo, The (1962)",1962.0,"['Adventure', 'Children']",2054
2055,3333,"Killing of Sister George, The","Killing of Sister George, The (1968)",1968.0,['Drama'],2055
2056,3334,Key Largo,Key Largo (1948),1948.0,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",2056
2057,3337,I'll Never Forget What's'isname,I'll Never Forget What's'isname (1967),1967.0,"['Comedy', 'Drama']",2057
2058,3338,For All Mankind,For All Mankind (1989),1989.0,['Documentary'],2058
2059,3339,Cross of Iron,Cross of Iron (1977),1977.0,['War'],2059
2060,3340,Bride of the Monster,Bride of the Monster (1955),1955.0,"['Horror', 'Sci-Fi']",2060
2061,3342,Birdy,Birdy (1984),1984.0,"['Drama', 'War']",2061
2062,3345,"Charlie, the Lonesome Cougar","Charlie, the Lonesome Cougar (1967)",1967.0,"['Adventure', 'Children']",2062
2063,3346,Color Me Blood Red,Color Me Blood Red (1965),1965.0,['Horror'],2063
2064,3347,Never Cry Wolf,Never Cry Wolf (1983),1983.0,"['Adventure', 'Drama']",2064
2065,3351,Two Thousand Maniacs!,Two Thousand Maniacs! (1964),1964.0,['Horror'],2065
2066,3352,Brown's Requiem,Brown's Requiem (1998),1998.0,['Drama'],2066
2067,3353,"Closer You Get, The","Closer You Get, The (2000)",2000.0,"['Comedy', 'Romance']",2067
2068,3354,Mission to Mars,Mission to Mars (2000),2000.0,['Sci-Fi'],2068
2069,3355,"Ninth Gate, The","Ninth Gate, The (1999)",1999.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",2069
2070,3356,Condo Painting,Condo Painting (2000),2000.0,['Documentary'],2070
2071,3358,Defending Your Life,Defending Your Life (1991),1991.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",2071
2072,3359,Breaking Away,Breaking Away (1979),1979.0,"['Comedy', 'Drama']",2072
2073,3360,Hoosiers (a.k.a. Best Shot),Hoosiers (a.k.a. Best Shot) (1986),1986.0,"['Drama', 'Romance']",2073
2074,3361,Bull Durham,Bull Durham (1988),1988.0,"['Comedy', 'Drama', 'Romance']",2074
2075,3362,Dog Day Afternoon,Dog Day Afternoon (1975),1975.0,"['Crime', 'Drama']",2075
2076,3363,American Graffiti,American Graffiti (1973),1973.0,"['Comedy', 'Drama']",2076
2077,3364,"Asphalt Jungle, The","Asphalt Jungle, The (1950)",1950.0,"['Crime', 'Film-Noir']",2077
2078,3365,"Searchers, The","Searchers, The (1956)",1956.0,"['Drama', 'Western']",2078
2079,3367,"Devil's Brigade, The","Devil's Brigade, The (1968)",1968.0,['War'],2079
2080,3368,"Big Country, The","Big Country, The (1958)",1958.0,"['Romance', 'Western']",2080
2081,3369,Any Number Can Win (Mélodie en sous-sol ),Any Number Can Win (Mélodie en sous-sol ) (1963),1963.0,['Crime'],2081
2082,3372,"Bridge at Remagen, The","Bridge at Remagen, The (1969)",1969.0,"['Action', 'War']",2082
2083,3373,Buck and the Preacher,Buck and the Preacher (1972),1972.0,['Western'],2083
2084,3374,Daughters of the Dust,Daughters of the Dust (1991),1991.0,['Drama'],2084
2085,3375,Destination Moon,Destination Moon (1950),1950.0,['Sci-Fi'],2085
2086,3377,Hangmen Also Die,Hangmen Also Die (1943),1943.0,"['Drama', 'War']",2086
2087,3380,Railroaded!,Railroaded! (1947),1947.0,['Film-Noir'],2087
2088,3381,Slaves to the Underground,Slaves to the Underground (1997),1997.0,"['Comedy', 'Drama']",2088
2089,3382,Song of Freedom,Song of Freedom (1936),1936.0,['Drama'],2089
2090,3383,Big Fella,Big Fella (1937),1937.0,"['Drama', 'Musical']",2090
2091,3385,Volunteers,Volunteers (1985),1985.0,['Comedy'],2091
2092,3387,Who's Harry Crumb?,Who's Harry Crumb? (1989),1989.0,"['Comedy', 'Mystery']",2092
2093,3388,Harry and the Hendersons,Harry and the Hendersons (1987),1987.0,"['Children', 'Comedy']",2093
2094,3389,Let's Get Harry,Let's Get Harry (1986),1986.0,"['Action', 'Adventure']",2094
2095,3390,Shanghai Surprise,Shanghai Surprise (1986),1986.0,"['Adventure', 'Crime', 'Drama', 'Romance']",2095
2096,3391,Who's That Girl?,Who's That Girl? (1987),1987.0,['Comedy'],2096
2097,3392,She-Devil,She-Devil (1989),1989.0,['Comedy'],2097
2098,3393,Date with an Angel,Date with an Angel (1987),1987.0,"['Comedy', 'Fantasy', 'Romance']",2098
2099,3396,"Muppet Movie, The","Muppet Movie, The (1979)",1979.0,"['Adventure', 'Children', 'Comedy', 'Musical']",2099
2100,3397,"Great Muppet Caper, The","Great Muppet Caper, The (1981)",1981.0,"['Children', 'Comedy']",2100
2101,3398,"Muppets Take Manhattan, The","Muppets Take Manhattan, The (1984)",1984.0,"['Children', 'Comedy', 'Musical']",2101
2102,3399,Sesame Street Presents Follow That Bird,Sesame Street Presents Follow That Bird (1985),1985.0,"['Children', 'Comedy']",2102
2103,3400,We're Back! A Dinosaur's Story,We're Back! A Dinosaur's Story (1993),1993.0,"['Adventure', 'Animation', 'Children', 'Fantasy']",2103
2104,3402,Turtle Diary,Turtle Diary (1985),1985.0,"['Comedy', 'Drama', 'Romance']",2104
2105,3403,Raise the Titanic,Raise the Titanic (1980),1980.0,"['Drama', 'Thriller']",2105
2106,3406,Captain Horatio Hornblower R.N.,Captain Horatio Hornblower R.N. (1951),1951.0,"['Action', 'Adventure', 'Drama', 'War']",2106
2107,3408,Erin Brockovich,Erin Brockovich (2000),2000.0,['Drama'],2107
2108,3410,Soft Fruit,Soft Fruit (1999),1999.0,"['Comedy', 'Drama']",2108
2109,3411,Babymother,Babymother (1998),1998.0,['Drama'],2109
2110,3414,Love Is a Many-Splendored Thing,Love Is a Many-Splendored Thing (1955),1955.0,"['Drama', 'Romance', 'War']",2110
2111,3417,"Crimson Pirate, The","Crimson Pirate, The (1952)",1952.0,"['Adventure', 'Comedy']",2111
2112,3418,Thelma & Louise,Thelma & Louise (1991),1991.0,"['Adventure', 'Crime', 'Drama']",2112
2113,3419,Something for Everyone,Something for Everyone (1970),1970.0,"['Comedy', 'Crime']",2113
2114,3420,...And Justice for All,...And Justice for All (1979),1979.0,"['Drama', 'Thriller']",2114
2115,3421,Animal House,Animal House (1978),1978.0,['Comedy'],2115
2116,3422,She's Gotta Have It,She's Gotta Have It (1986),1986.0,"['Comedy', 'Romance']",2116
2117,3423,School Daze,School Daze (1988),1988.0,['Drama'],2117
2118,3424,Do the Right Thing,Do the Right Thing (1989),1989.0,['Drama'],2118
2119,3425,Mo' Better Blues,Mo' Better Blues (1990),1990.0,"['Drama', 'Musical']",2119
2120,3426,Jungle Fever,Jungle Fever (1991),1991.0,"['Drama', 'Romance']",2120
2121,3427,Coogan's Bluff,Coogan's Bluff (1968),1968.0,['Crime'],2121
2122,3429,Creature Comforts,Creature Comforts (1989),1989.0,"['Animation', 'Comedy']",2122
2123,3432,Death Wish 3,Death Wish 3 (1985),1985.0,"['Action', 'Drama']",2123
2124,3433,Death Wish 4: The Crackdown,Death Wish 4: The Crackdown (1987),1987.0,"['Action', 'Drama']",2124
2125,3436,Dying Young,Dying Young (1991),1991.0,"['Drama', 'Romance']",2125
2126,3437,Cool as Ice,Cool as Ice (1991),1991.0,['Drama'],2126
2127,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991.0,"['Action', 'Children', 'Fantasy']",2127
2128,3440,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III (1993),1993.0,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",2128
2129,3442,Band of the Hand,Band of the Hand (1986),1986.0,"['Action', 'Crime', 'Drama']",2129
2130,3443,Born American,Born American (1986),1986.0,"['Action', 'Drama', 'Thriller']",2130
2131,3444,Bloodsport,Bloodsport (1988),1988.0,['Action'],2131
2132,3445,Eyes of Laura Mars,Eyes of Laura Mars (1978),1978.0,"['Mystery', 'Thriller']",2132
2133,3446,Funny Bones,Funny Bones (1995),1995.0,"['Comedy', 'Drama']",2133
2134,3447,"Good Earth, The","Good Earth, The (1937)",1937.0,['Drama'],2134
2135,3448,"Good Morning, Vietnam","Good Morning, Vietnam (1987)",1987.0,"['Comedy', 'Drama', 'War']",2135
2136,3450,Grumpy Old Men,Grumpy Old Men (1993),1993.0,['Comedy'],2136
2137,3451,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner (1967),1967.0,['Drama'],2137
2138,3452,Romeo Must Die,Romeo Must Die (2000),2000.0,"['Action', 'Crime', 'Romance', 'Thriller']",2138
2139,3453,Here on Earth,Here on Earth (2000),2000.0,"['Drama', 'Romance']",2139
2140,3455,Buddy Boy,Buddy Boy (1999),1999.0,"['Drama', 'Thriller']",2140
2141,3456,"Color of Paradise, The (Rang-e khoda)","Color of Paradise, The (Rang-e khoda) (1999)",1999.0,['Drama'],2141
2142,3460,Hillbillys in a Haunted House,Hillbillys in a Haunted House (1967),1967.0,['Comedy'],2142
2143,3464,Solar Crisis,Solar Crisis (1990),1990.0,"['Sci-Fi', 'Thriller']",2143
2144,3465,That's Life!,That's Life! (1986),1986.0,['Drama'],2144
2145,3466,Heart and Souls,Heart and Souls (1993),1993.0,"['Comedy', 'Fantasy']",2145
2146,3467,Hud,Hud (1963),1963.0,"['Drama', 'Western']",2146
2147,3468,"Hustler, The","Hustler, The (1961)",1961.0,['Drama'],2147
2148,3471,Close Encounters of the Third Kind,Close Encounters of the Third Kind (1977),1977.0,"['Adventure', 'Drama', 'Sci-Fi']",2148
2149,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),1976.0,['Comedy'],2149
2150,3474,Retroactive,Retroactive (1997),1997.0,"['Sci-Fi', 'Thriller']",2150
2151,3477,Empire Records,Empire Records (1995),1995.0,"['Comedy', 'Drama']",2151
2152,3478,"Bamba, La","Bamba, La (1987)",1987.0,['Drama'],2152
2153,3479,Ladyhawke,Ladyhawke (1985),1985.0,"['Adventure', 'Fantasy', 'Romance']",2153
2154,3483,"Road to El Dorado, The","Road to El Dorado, The (2000)",2000.0,"['Animation', 'Children']",2154
2155,3484,"Skulls, The","Skulls, The (2000)",2000.0,['Thriller'],2155
2156,3488,"Hideous Sun Demon, The","Hideous Sun Demon, The (1959)",1959.0,"['Horror', 'Sci-Fi']",2156
2157,3489,Hook,Hook (1991),1991.0,"['Adventure', 'Comedy', 'Fantasy']",2157
2158,3490,Horror Express,Horror Express (1972),1972.0,['Horror'],2158
2159,3491,My Chauffeur,My Chauffeur (1986),1986.0,['Comedy'],2159
2160,3493,Torso,Torso (1973),1973.0,"['Horror', 'Mystery', 'Thriller']",2160
2161,3495,Roadside Prophets,Roadside Prophets (1992),1992.0,"['Comedy', 'Drama']",2161
2162,3496,Madame Sousatzka,Madame Sousatzka (1988),1988.0,['Drama'],2162
2163,3497,Max Dugan Returns,Max Dugan Returns (1983),1983.0,['Comedy'],2163
2164,3498,Midnight Express,Midnight Express (1978),1978.0,['Drama'],2164
2165,3499,Misery,Misery (1990),1990.0,"['Drama', 'Horror', 'Thriller']",2165
2166,3500,Mr. Saturday Night,Mr. Saturday Night (1992),1992.0,"['Comedy', 'Drama']",2166
2167,3501,Murphy's Romance,Murphy's Romance (1985),1985.0,"['Comedy', 'Romance']",2167
2168,3502,My Life,My Life (1993),1993.0,['Drama'],2168
2169,3506,North Dallas Forty,North Dallas Forty (1979),1979.0,"['Comedy', 'Drama']",2169
2170,3507,"Odd Couple, The","Odd Couple, The (1968)",1968.0,['Comedy'],2170
2171,3508,"Outlaw Josey Wales, The","Outlaw Josey Wales, The (1976)",1976.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",2171
2172,3510,Frequency,Frequency (2000),2000.0,"['Drama', 'Thriller']",2172
2173,3511,Ready to Rumble,Ready to Rumble (2000),2000.0,['Comedy'],2173
2174,3512,Return to Me,Return to Me (2000),2000.0,"['Drama', 'Romance']",2174
2175,3513,Rules of Engagement,Rules of Engagement (2000),2000.0,"['Drama', 'Thriller']",2175
2176,3514,Joe Gould's Secret,Joe Gould's Secret (2000),2000.0,['Drama'],2176
2177,3515,Me Myself I,Me Myself I (2000),2000.0,"['Comedy', 'Romance']",2177
2178,3516,"Bell, Book and Candle","Bell, Book and Candle (1958)",1958.0,"['Comedy', 'Fantasy', 'Romance']",2178
2179,3518,"End of Violence, The","End of Violence, The (1997)",1997.0,"['Drama', 'Thriller']",2179
